Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Letícia Ribeiro,Acessórios,211.13,707.11,0.7,0.5,2017-01-19
Enzo Nascimento,Casa,5637.9,3616.63,0.14,0.25,2017-01-19
Guilherme Santos,Casa,2416.71,1600.55,0.25,0.31,2017-01-19
Vitória Ribeiro,Brinquedo,2568.41,1332.57,0.37,0.26,2017-01-19
Julia Araújo,Esportes,245.38,3309.97,0.22,0.27,2017-01-19
Lucas Rodrigues,Esportes,3143.26,3697.76,0.22,0.31,2017-01-19
Thiago Carvalho,Esportes,4793.89,1633.89,0.51,0.27,2017-01-19
Mateus Barbosa,Eletrônicos,3528.86,3026.38,0.32,0.21,2017-01-19
Camila Carvalho,Casa,3091.83,3374.57,0.32,0.33,2017-01-19
Diego Cardoso,Vestuário,1322.74,943.86,0.24,0.16,2017-01-19
Jorge Santos,Brinquedo,4057.88,2884.77,0.33,0.27,2017-01-19
Raphael Silva,Papelaria,379.12,226.6,0.47,0.5,2017-01-19
Caroline Reis,Papelaria,209.1,667.49,0.43,0.49,2017-01-19
Letícia Nascimento,Eletrônicos,4213.64,4121.39,0.1,0.22,2017-01-20
Ana Sousa,Eletrônicos,3085.76,2256.4,0.09,0.18,2017-01-20
Gustavo Martins,Eletrônicos,391.55,4560.13,0.2,0.24,2017-01-20
Beatriz Santos,Vestuário,2729.13,1583.95,0.23,0.15,2017-01-20
Camila Lima,Vestuário,1824.89,3008.27,0.25,0.16,2017-01-20
Thiago Barbosa,Acessórios,308.87,841.62,0.74,0.54,2017-01-20
Letícia Ribeiro,Acessórios,1972.42,863.97,0.78,0.5,2017-01-20
Enzo Nascimento,Casa,3901.28,5282.1,0.29,0.31,2017-01-20
Guilherme Santos,Casa,5636.74,1731.49,0.31,0.31,2017-01-20
Vitória Ribeiro,Brinquedo,3045.56,1963.63,0.12,0.27,2017-01-20
Julia Araújo,Esportes,2281.6,3650.22,0.3,0.35,2017-01-20
Lucas Rodrigues,Esportes,2597.86,1465.19,0.47,0.31,2017-01-20
Thiago Carvalho,Esportes,7137.01,2370.77,0.51,0.38,2017-01-20
Mateus Barbosa,Eletrônicos,606.26,3495.05,0.17,0.22,2017-01-20
Camila Carvalho,Casa,5276.35,5401.72,0.15,0.29,2017-01-20
Diego Cardoso,Vestuário,3887.17,993.96,0.08,0.2,2017-01-20
Jorge Santos,Brinquedo,2078.17,2148.56,0.27,0.26,2017-01-20
Raphael Silva,Papelaria,753.39,769.29,0.38,0.5,2017-01-20
Caroline Reis,Papelaria,639.84,517.68,0.4,0.47,2017-01-20
Letícia Nascimento,Eletrônicos,1737.48,1608.42,0.26,0.2,2017-01-21
Ana Sousa,Eletrônicos,2627.68,3222.02,0.14,0.18,2017-01-21
Gustavo Martins,Eletrônicos,3011.84,4786.92,0.15,0.23,2017-01-21
Beatriz Santos,Vestuário,2477.23,1231.12,0.25,0.17,2017-01-21
Camila Lima,Vestuário,4457.58,2101.8,0.09,0.19,2017-01-21
Thiago Barbosa,Acessórios,1866.32,783.5,0.4,0.42,2017-01-21
Letícia Ribeiro,Acessórios,1211.09,1469.6,0.72,0.54,2017-01-21
Enzo Nascimento,Casa,7150.57,4078.34,0.37,0.28,2017-01-21
Guilherme Santos,Casa,1057.5,2244.12,0.15,0.31,2017-01-21
Vitória Ribeiro,Brinquedo,241.93,2662.06,0.21,0.28,2017-01-21
Julia Araújo,Esportes,4002.56,3686.61,0.17,0.3,2017-01-21
Lucas Rodrigues,Esportes,7147.15,4103.59,0.34,0.36,2017-01-21
Thiago Carvalho,Esportes,5909.84,1587.62,0.51,0.34,2017-01-21
Mateus Barbosa,Eletrônicos,3035.83,3648.4,0.16,0.23,2017-01-21
Camila Carvalho,Casa,6038.79,4087.13,0.17,0.33,2017-01-21
Diego Cardoso,Vestuário,2192.53,3358.93,0.08,0.15,2017-01-21
Jorge Santos,Brinquedo,926.28,1493.97,0.2,0.27,2017-01-21
Raphael Silva,Papelaria,393.7,764.54,0.67,0.5,2017-01-21
Caroline Reis,Papelaria,290.65,581.03,0.49,0.38,2017-01-21
Letícia Nascimento,Eletrônicos,2082.3,3120.52,0.2,0.18,2017-01-22
Ana Sousa,Eletrônicos,6221.62,1755.1,0.24,0.22,2017-01-22
Gustavo Martins,Eletrônicos,4041.3,4233.11,0.22,0.22,2017-01-22
Beatriz Santos,Vestuário,227.9,1022.75,0.2,0.18,2017-01-22
Camila Lima,Vestuário,3254.49,2970.79,0.15,0.18,2017-01-22
Thiago Barbosa,Acessórios,1115.76,1152.6,0.38,0.6,2017-01-22
Letícia Ribeiro,Acessórios,1083.16,1365.62,0.62,0.46,2017-01-22
Enzo Nascimento,Casa,691.67,1651.64,0.25,0.28,2017-01-22
Guilherme Santos,Casa,1682.41,3947.97,0.21,0.3,2017-01-22
Vitória Ribeiro,Brinquedo,4064.68,3582.33,0.39,0.21,2017-01-22
Julia Araújo,Esportes,2731.2,3490.43,0.26,0.33,2017-01-22
Lucas Rodrigues,Esportes,2007.65,2266.89,0.17,0.3,2017-01-22
Thiago Carvalho,Esportes,2826.73,3699.97,0.22,0.38,2017-01-22
Mateus Barbosa,Eletrônicos,1154.86,2378.77,0.22,0.18,2017-01-22
Camila Carvalho,Casa,5909.2,3492.72,0.28,0.28,2017-01-22
Diego Cardoso,Vestuário,1589.51,962.58,0.27,0.17,2017-01-22
Jorge Santos,Brinquedo,5320.11,1645.43,0.21,0.21,2017-01-22
Raphael Silva,Papelaria,554.49,729.4,0.54,0.45,2017-01-22
Caroline Reis,Papelaria,599.63,708.3,0.41,0.52,2017-01-22
Letícia Nascimento,Eletrônicos,4834.25,3949.88,0.17,0.19,2017-01-23
Ana Sousa,Eletrônicos,3815.42,1900.76,0.22,0.17,2017-01-23
Gustavo Martins,Eletrônicos,3387.58,3951.85,0.14,0.24,2017-01-23
Beatriz Santos,Vestuário,3396.74,1220.79,0.27,0.17,2017-01-23
Camila Lima,Vestuário,3953.2,1815.53,0.27,0.2,2017-01-23
Thiago Barbosa,Acessórios,469.96,1010.95,0.5,0.4,2017-01-23
Letícia Ribeiro,Acessórios,336.0,799.65,0.48,0.5,2017-01-23
Enzo Nascimento,Casa,4723.33,3565.13,0.22,0.29,2017-01-23
Guilherme Santos,Casa,1368.51,5560.59,0.35,0.25,2017-01-23
Vitória Ribeiro,Brinquedo,1916.42,3484.87,0.26,0.27,2017-01-23
Julia Araújo,Esportes,2234.53,4481.43,0.27,0.35,2017-01-23
Lucas Rodrigues,Esportes,7008.89,3576.44,0.44,0.35,2017-01-23
Thiago Carvalho,Esportes,4960.07,1403.92,0.31,0.39,2017-01-23
Mateus Barbosa,Eletrônicos,5193.22,3994.19,0.22,0.22,2017-01-23
Camila Carvalho,Casa,4551.44,2116.16,0.32,0.29,2017-01-23
Diego Cardoso,Vestuário,4178.07,1299.0,0.21,0.14,2017-01-23
Jorge Santos,Brinquedo,5220.31,1329.69,0.11,0.23,2017-01-23
Raphael Silva,Papelaria,183.55,614.3,0.4,0.5,2017-01-23
Caroline Reis,Papelaria,1014.16,723.69,0.58,0.38,2017-01-23
Letícia Nascimento,Eletrônicos,1014.78,1946.44,0.16,0.22,2017-01-24
Ana Sousa,Eletrônicos,3525.1,2329.51,0.12,0.23,2017-01-24
Gustavo Martins,Eletrônicos,2338.28,2475.43,0.26,0.22,2017-01-24
Beatriz Santos,Vestuário,3216.48,2771.95,0.2,0.15,2017-01-24
Camila Lima,Vestuário,1288.08,2406.83,0.12,0.21,2017-01-24
Thiago Barbosa,Acessórios,682.85,746.8,0.32,0.54,2017-01-24
Letícia Ribeiro,Acessórios,724.81,818.56,0.76,0.56,2017-01-24
Enzo Nascimento,Casa,2207.34,1911.87,0.33,0.26,2017-01-24
Guilherme Santos,Casa,7550.02,4837.18,0.43,0.31,2017-01-24
Vitória Ribeiro,Brinquedo,1668.44,1862.89,0.31,0.23,2017-01-24
Julia Araújo,Esportes,3235.48,2300.13,0.31,0.29,2017-01-24
Lucas Rodrigues,Esportes,3910.82,4938.79,0.4,0.27,2017-01-24
Thiago Carvalho,Esportes,4452.06,3588.64,0.22,0.35,2017-01-24
Mateus Barbosa,Eletrônicos,3561.14,3496.6,0.1,0.19,2017-01-24
Camila Carvalho,Casa,5563.22,1822.28,0.36,0.22,2017-01-24
Diego Cardoso,Vestuário,2764.71,3408.57,0.15,0.2,2017-01-24
Jorge Santos,Brinquedo,4843.36,2432.35,0.16,0.3,2017-01-24
Raphael Silva,Papelaria,366.86,587.54,0.67,0.38,2017-01-24
Caroline Reis,Papelaria,640.06,521.09,0.58,0.52,2017-01-24
Letícia Nascimento,Eletrônicos,6037.73,1830.23,0.29,0.18,2017-01-25
Ana Sousa,Eletrônicos,6079.24,4789.82,0.18,0.2,2017-01-25
Gustavo Martins,Eletrônicos,6189.23,4663.67,0.3,0.23,2017-01-25
Beatriz Santos,Vestuário,135.04,2433.5,0.09,0.21,2017-01-25
Camila Lima,Vestuário,1472.97,3570.57,0.18,0.17,2017-01-25
Thiago Barbosa,Acessórios,2067.29,1421.27,0.48,0.44,2017-01-25
Letícia Ribeiro,Acessórios,283.32,594.99,0.48,0.46,2017-01-25
Enzo Nascimento,Casa,1547.66,4493.79,0.37,0.29,2017-01-25
Guilherme Santos,Casa,5865.06,2137.07,0.4,0.32,2017-01-25
Vitória Ribeiro,Brinquedo,4565.75,2545.84,0.13,0.27,2017-01-25
Julia Araújo,Esportes,1427.17,1848.39,0.26,0.29,2017-01-25
Lucas Rodrigues,Esportes,1960.71,2218.53,0.43,0.39,2017-01-25
Thiago Carvalho,Esportes,2249.66,4119.24,0.13,0.35,2017-01-25
Mateus Barbosa,Eletrônicos,4609.14,1423.64,0.11,0.18,2017-01-25
Camila Carvalho,Casa,3204.95,3510.58,0.41,0.3,2017-01-25
Diego Cardoso,Vestuário,1601.35,1217.03,0.26,0.16,2017-01-25
Jorge Santos,Brinquedo,3418.98,1657.39,0.14,0.22,2017-01-25
Raphael Silva,Papelaria,827.55,563.44,0.4,0.45,2017-01-25
Caroline Reis,Papelaria,528.49,522.51,0.54,0.4,2017-01-25
Letícia Nascimento,Eletrônicos,1723.57,3917.06,0.29,0.17,2017-01-26
Ana Sousa,Eletrônicos,3014.93,3733.56,0.1,0.21,2017-01-26
Gustavo Martins,Eletrônicos,520.19,3171.54,0.2,0.21,2017-01-26
Beatriz Santos,Vestuário,818.28,1785.91,0.18,0.15,2017-01-26
Camila Lima,Vestuário,1088.25,2474.5,0.09,0.17,2017-01-26
Thiago Barbosa,Acessórios,1786.78,944.12,0.5,0.5,2017-01-26
Letícia Ribeiro,Acessórios,164.71,954.85,0.68,0.54,2017-01-26
Enzo Nascimento,Casa,3133.37,4829.1,0.35,0.29,2017-01-26
Guilherme Santos,Casa,482.38,2847.03,0.13,0.33,2017-01-26
Vitória Ribeiro,Brinquedo,5146.75,1207.06,0.38,0.2,2017-01-26
Julia Araújo,Esportes,3000.24,4299.0,0.43,0.39,2017-01-26
Lucas Rodrigues,Esportes,4664.09,2939.42,0.52,0.31,2017-01-26
Thiago Carvalho,Esportes,6234.73,4836.39,0.27,0.35,2017-01-26
Mateus Barbosa,Eletrônicos,4408.42,3141.48,0.24,0.18,2017-01-26
Camila Carvalho,Casa,1489.26,3656.49,0.29,0.3,2017-01-26
Diego Cardoso,Vestuário,1172.28,909.38,0.08,0.16,2017-01-26
Jorge Santos,Brinquedo,3736.9,2633.34,0.26,0.28,2017-01-26
Raphael Silva,Papelaria,287.31,407.7,0.32,0.52,2017-01-26
Caroline Reis,Papelaria,803.03,267.71,0.61,0.43,2017-01-26
Letícia Nascimento,Eletrônicos,5084.03,4381.52,0.08,0.18,2017-01-27
Ana Sousa,Eletrônicos,773.81,1320.88,0.22,0.22,2017-01-27
Gustavo Martins,Eletrônicos,435.42,3865.94,0.18,0.18,2017-01-27
Beatriz Santos,Vestuário,1145.92,3232.07,0.08,0.17,2017-01-27
Camila Lima,Vestuário,1495.82,3102.62,0.22,0.16,2017-01-27
Thiago Barbosa,Acessórios,1331.5,1207.04,0.4,0.46,2017-01-27
Letícia Ribeiro,Acessórios,349.44,1192.26,0.34,0.46,2017-01-27
Enzo Nascimento,Casa,600.84,5383.78,0.4,0.32,2017-01-27
Guilherme Santos,Casa,4872.5,3194.24,0.28,0.33,2017-01-27
Vitória Ribeiro,Brinquedo,5184.57,3014.03,0.34,0.23,2017-01-27
Julia Araújo,Esportes,3052.6,1881.95,0.27,0.36,2017-01-27
Lucas Rodrigues,Esportes,3454.1,4612.43,0.25,0.35,2017-01-27
Thiago Carvalho,Esportes,5786.55,4867.49,0.35,0.39,2017-01-27
Mateus Barbosa,Eletrônicos,3731.22,1682.74,0.14,0.18,2017-01-27
Camila Carvalho,Casa,5029.09,5273.35,0.39,0.23,2017-01-27
Diego Cardoso,Vestuário,3611.48,1414.3,0.13,0.19,2017-01-27
Jorge Santos,Brinquedo,3355.78,3620.86,0.16,0.28,2017-01-27
Raphael Silva,Papelaria,802.25,535.31,0.43,0.52,2017-01-27
Caroline Reis,Papelaria,379.6,774.21,0.18,0.52,2017-01-27
Letícia Nascimento,Eletrônicos,6354.26,1622.34,0.32,0.2,2017-01-28
Ana Sousa,Eletrônicos,1692.0,3375.84,0.13,0.23,2017-01-28
Gustavo Martins,Eletrônicos,3697.48,3991.85,0.17,0.2,2017-01-28
Beatriz Santos,Vestuário,1836.0,1606.21,0.17,0.17,2017-01-28
Camila Lima,Vestuário,569.23,3549.56,0.17,0.2,2017-01-28
Thiago Barbosa,Acessórios,2014.95,844.84,0.44,0.52,2017-01-28
Letícia Ribeiro,Acessórios,517.95,575.11,0.36,0.58,2017-01-28
Enzo Nascimento,Casa,4518.32,3153.82,0.17,0.25,2017-01-28
Guilherme Santos,Casa,3011.58,4900.13,0.28,0.3,2017-01-28
Vitória Ribeiro,Brinquedo,3798.17,1771.98,0.35,0.3,2017-01-28
Julia Araújo,Esportes,4634.7,3213.33,0.2,0.36,2017-01-28
Lucas Rodrigues,Esportes,1318.24,4109.22,0.33,0.38,2017-01-28
Thiago Carvalho,Esportes,3935.8,3803.06,0.16,0.26,2017-01-28
Mateus Barbosa,Eletrônicos,5606.6,4602.67,0.24,0.22,2017-01-28
Camila Carvalho,Casa,3257.69,4938.68,0.19,0.3,2017-01-28
Diego Cardoso,Vestuário,134.42,2265.48,0.15,0.18,2017-01-28
Jorge Santos,Brinquedo,3700.48,2849.56,0.24,0.25,2017-01-28
Raphael Silva,Papelaria,27.14,530.99,0.18,0.45,2017-01-28
Caroline Reis,Papelaria,316.72,786.49,0.2,0.5,2017-01-28
Letícia Nascimento,Eletrônicos,4487.74,4102.2,0.3,0.17,2017-01-29
Ana Sousa,Eletrônicos,744.12,1736.03,0.13,0.2,2017-01-29
Gustavo Martins,Eletrônicos,5402.59,2162.36,0.18,0.19,2017-01-29
Beatriz Santos,Vestuário,2063.3,2425.51,0.28,0.15,2017-01-29
Camila Lima,Vestuário,3414.44,3189.24,0.21,0.2,2017-01-29
Thiago Barbosa,Acessórios,1680.7,512.2,0.42,0.52,2017-01-29
Letícia Ribeiro,Acessórios,161.21,411.34,0.3,0.5,2017-01-29
Enzo Nascimento,Casa,3420.35,4694.38,0.3,0.32,2017-01-29
Guilherme Santos,Casa,860.93,3618.27,0.12,0.24,2017-01-29
Vitória Ribeiro,Brinquedo,4787.83,3662.66,0.24,0.2,2017-01-29
Julia Araújo,Esportes,651.92,4909.78,0.48,0.34,2017-01-29
Lucas Rodrigues,Esportes,360.97,4922.19,0.25,0.39,2017-01-29
Thiago Carvalho,Esportes,4250.99,4233.79,0.4,0.31,2017-01-29
Mateus Barbosa,Eletrônicos,618.55,1784.82,0.14,0.22,2017-01-29
Camila Carvalho,Casa,3082.03,5165.41,0.22,0.31,2017-01-29
Diego Cardoso,Vestuário,770.16,3568.89,0.22,0.17,2017-01-29
Jorge Santos,Brinquedo,5361.35,1161.09,0.23,0.28,2017-01-29
Raphael Silva,Papelaria,387.84,661.4,0.7,0.43,2017-01-29
Caroline Reis,Papelaria,855.44,217.78,0.32,0.54,2017-01-29
Letícia Nascimento,Eletrônicos,3299.11,2480.92,0.3,0.19,2017-01-30
Ana Sousa,Eletrônicos,4524.42,3578.42,0.1,0.21,2017-01-30
Gustavo Martins,Eletrônicos,5291.4,3767.2,0.1,0.18,2017-01-30
Beatriz Santos,Vestuário,3548.75,2611.53,0.22,0.16,2017-01-30
Camila Lima,Vestuário,607.83,914.03,0.13,0.17,2017-01-30
Thiago Barbosa,Acessórios,622.7,559.01,0.32,0.48,2017-01-30
Letícia Ribeiro,Acessórios,1238.24,889.65,0.22,0.48,2017-01-30
Enzo Nascimento,Casa,843.57,3911.78,0.22,0.26,2017-01-30
Guilherme Santos,Casa,2346.37,3028.76,0.14,0.32,2017-01-30
Vitória Ribeiro,Brinquedo,4988.12,3934.52,0.27,0.22,2017-01-30
Julia Araújo,Esportes,2802.73,1841.48,0.25,0.33,2017-01-30
Lucas Rodrigues,Esportes,574.13,2995.24,0.3,0.33,2017-01-30
Thiago Carvalho,Esportes,669.99,2281.63,0.22,0.34,2017-01-30
Mateus Barbosa,Eletrônicos,3967.86,1903.97,0.1,0.18,2017-01-30
Camila Carvalho,Casa,7313.11,2795.31,0.32,0.31,2017-01-30
Diego Cardoso,Vestuário,1691.58,1803.79,0.24,0.2,2017-01-30
Jorge Santos,Brinquedo,5360.82,1408.37,0.2,0.29,2017-01-30
Raphael Silva,Papelaria,236.92,388.51,0.7,0.54,2017-01-30
Caroline Reis,Papelaria,334.76,616.97,0.45,0.47,2017-01-30
Letícia Nascimento,Eletrônicos,1690.91,2553.8,0.27,0.19,2017-01-31
Ana Sousa,Eletrônicos,857.99,3229.86,0.22,0.2,2017-01-31
Gustavo Martins,Eletrônicos,4537.5,3180.36,0.31,0.2,2017-01-31
Beatriz Santos,Vestuário,3532.66,2083.82,0.13,0.19,2017-01-31
Camila Lima,Vestuário,4070.17,3048.27,0.15,0.17,2017-01-31
Thiago Barbosa,Acessórios,1408.0,690.42,0.6,0.54,2017-01-31
Letícia Ribeiro,Acessórios,1744.4,488.76,0.8,0.5,2017-01-31
Enzo Nascimento,Casa,3170.09,3527.78,0.42,0.3,2017-01-31
Guilherme Santos,Casa,4249.95,4721.02,0.23,0.32,2017-01-31
Vitória Ribeiro,Brinquedo,2999.29,2914.54,0.13,0.28,2017-01-31
Julia Araújo,Esportes,4746.37,2684.54,0.38,0.26,2017-01-31
Lucas Rodrigues,Esportes,7034.92,3942.15,0.29,0.36,2017-01-31
Thiago Carvalho,Esportes,6909.33,2978.78,0.13,0.3,2017-01-31
Mateus Barbosa,Eletrônicos,3429.18,3067.67,0.22,0.21,2017-01-31
Camila Carvalho,Casa,3510.08,3042.76,0.36,0.29,2017-01-31
Diego Cardoso,Vestuário,2522.27,1831.41,0.08,0.15,2017-01-31
Jorge Santos,Brinquedo,2346.27,3885.18,0.13,0.29,2017-01-31
Raphael Silva,Papelaria,173.01,387.13,0.43,0.4,2017-01-31
Caroline Reis,Papelaria,541.56,485.7,0.41,0.49,2017-01-31
Letícia Nascimento,Eletrônicos,2186.53,2280.95,0.27,0.17,2017-02-01
Ana Sousa,Eletrônicos,5622.68,3532.69,0.24,0.18,2017-02-01
Gustavo Martins,Eletrônicos,6495.67,2078.09,0.12,0.18,2017-02-01
Beatriz Santos,Vestuário,2810.86,3487.85,0.12,0.17,2017-02-01
Camila Lima,Vestuário,986.44,2629.3,0.16,0.14,2017-02-01
Thiago Barbosa,Acessórios,1366.47,636.79,0.56,0.48,2017-02-01
Letícia Ribeiro,Acessórios,1562.23,646.94,0.66,0.56,2017-02-01
Enzo Nascimento,Casa,612.98,1827.36,0.4,0.24,2017-02-01
Guilherme Santos,Casa,2604.45,3321.71,0.2,0.32,2017-02-01
Vitória Ribeiro,Brinquedo,2949.66,2917.33,0.28,0.26,2017-02-01
Julia Araújo,Esportes,4250.78,2656.9,0.45,0.34,2017-02-01
Lucas Rodrigues,Esportes,5842.45,4053.36,0.25,0.34,2017-02-01
Thiago Carvalho,Esportes,724.96,1822.39,0.18,0.3,2017-02-01
Mateus Barbosa,Eletrônicos,1306.13,3696.37,0.2,0.19,2017-02-01
Camila Carvalho,Casa,1182.27,3011.58,0.18,0.29,2017-02-01
Diego Cardoso,Vestuário,3460.09,2642.2,0.28,0.18,2017-02-01
Jorge Santos,Brinquedo,2744.07,1420.89,0.19,0.25,2017-02-01
Raphael Silva,Papelaria,77.9,415.42,0.18,0.38,2017-02-01
Caroline Reis,Papelaria,900.43,778.3,0.45,0.45,2017-02-01
Letícia Nascimento,Eletrônicos,4556.83,2696.27,0.28,0.2,2017-02-02
Ana Sousa,Eletrônicos,655.7,1311.1,0.26,0.18,2017-02-02
Gustavo Martins,Eletrônicos,1901.05,3135.4,0.12,0.2,2017-02-02
Beatriz Santos,Vestuário,3698.64,2967.98,0.18,0.15,2017-02-02
Camila Lima,Vestuário,645.05,2992.81,0.24,0.17,2017-02-02
Thiago Barbosa,Acessórios,1816.84,449.93,0.64,0.5,2017-02-02
Letícia Ribeiro,Acessórios,2177.92,522.9,0.7,0.56,2017-02-02
Enzo Nascimento,Casa,2390.68,5597.12,0.25,0.25,2017-02-02
Guilherme Santos,Casa,6314.46,3244.09,0.44,0.31,2017-02-02
Vitória Ribeiro,Brinquedo,1379.51,3432.11,0.28,0.24,2017-02-02
Julia Araújo,Esportes,5119.49,3767.8,0.2,0.27,2017-02-02
Lucas Rodrigues,Esportes,1580.48,2107.08,0.16,0.31,2017-02-02
Thiago Carvalho,Esportes,2103.22,3401.2,0.26,0.35,2017-02-02
Mateus Barbosa,Eletrônicos,1994.88,2162.44,0.29,0.24,2017-02-02
Camila Carvalho,Casa,5275.51,1799.95,0.43,0.31,2017-02-02
Diego Cardoso,Vestuário,4555.22,3579.71,0.25,0.15,2017-02-02
Jorge Santos,Brinquedo,4776.83,1749.03,0.31,0.28,2017-02-02
Raphael Silva,Papelaria,842.39,605.74,0.45,0.47,2017-02-02
Caroline Reis,Papelaria,310.21,448.54,0.43,0.47,2017-02-02
Letícia Nascimento,Eletrônicos,5823.22,1535.14,0.2,0.18,2017-02-03
Ana Sousa,Eletrônicos,6187.46,2528.65,0.31,0.18,2017-02-03
Gustavo Martins,Eletrônicos,136.02,3986.89,0.26,0.22,2017-02-03
Beatriz Santos,Vestuário,2318.07,2693.19,0.15,0.15,2017-02-03
Camila Lima,Vestuário,2687.3,1488.14,0.16,0.15,2017-02-03
Thiago Barbosa,Acessórios,620.04,1394.01,0.4,0.52,2017-02-03
Letícia Ribeiro,Acessórios,1262.87,982.4,0.4,0.54,2017-02-03
Enzo Nascimento,Casa,505.97,1818.21,0.37,0.28,2017-02-03
Guilherme Santos,Casa,1079.23,5002.13,0.25,0.22,2017-02-03
Vitória Ribeiro,Brinquedo,5273.37,1606.95,0.31,0.21,2017-02-03
Julia Araújo,Esportes,4692.97,1920.01,0.49,0.3,2017-02-03
Lucas Rodrigues,Esportes,4725.21,2276.52,0.27,0.38,2017-02-03
Thiago Carvalho,Esportes,1291.99,2845.73,0.25,0.35,2017-02-03
Mateus Barbosa,Eletrônicos,1637.26,3559.75,0.25,0.16,2017-02-03
Camila Carvalho,Casa,3744.66,1957.34,0.19,0.3,2017-02-03
Diego Cardoso,Vestuário,135.14,2778.11,0.24,0.21,2017-02-03
Jorge Santos,Brinquedo,2380.5,1396.53,0.12,0.24,2017-02-03
Raphael Silva,Papelaria,809.22,261.46,0.34,0.52,2017-02-03
Caroline Reis,Papelaria,168.1,664.08,0.59,0.38,2017-02-03
Letícia Nascimento,Eletrônicos,6554.26,1714.27,0.21,0.16,2017-02-04
Ana Sousa,Eletrônicos,4332.13,2784.36,0.26,0.21,2017-02-04
Gustavo Martins,Eletrônicos,1100.9,2682.16,0.25,0.23,2017-02-04
Beatriz Santos,Vestuário,511.31,1171.26,0.23,0.18,2017-02-04
Camila Lima,Vestuário,1956.39,3500.78,0.13,0.15,2017-02-04
Thiago Barbosa,Acessórios,638.25,501.1,0.54,0.52,2017-02-04
Letícia Ribeiro,Acessórios,1352.4,1334.76,0.62,0.56,2017-02-04
Enzo Nascimento,Casa,5117.55,2666.93,0.29,0.28,2017-02-04
Guilherme Santos,Casa,5793.7,2641.28,0.13,0.32,2017-02-04
Vitória Ribeiro,Brinquedo,5255.23,2484.66,0.13,0.25,2017-02-04
Julia Araújo,Esportes,4299.39,3360.32,0.51,0.39,2017-02-04
Lucas Rodrigues,Esportes,6686.15,1814.74,0.47,0.34,2017-02-04
Thiago Carvalho,Esportes,2695.2,3963.48,0.43,0.39,2017-02-04
Mateus Barbosa,Eletrônicos,5111.98,1260.08,0.1,0.18,2017-02-04
Camila Carvalho,Casa,441.1,1653.97,0.37,0.28,2017-02-04
Diego Cardoso,Vestuário,3144.85,2252.84,0.15,0.19,2017-02-04
Jorge Santos,Brinquedo,545.11,2609.69,0.28,0.23,2017-02-04
Raphael Silva,Papelaria,354.7,506.78,0.29,0.5,2017-02-04
Caroline Reis,Papelaria,599.3,434.44,0.52,0.5,2017-02-04
Letícia Nascimento,Eletrônicos,4533.24,1438.02,0.25,0.22,2017-02-05
Ana Sousa,Eletrônicos,5605.12,1408.46,0.1,0.19,2017-02-05
Gustavo Martins,Eletrônicos,3057.85,3391.8,0.15,0.22,2017-02-05
Beatriz Santos,Vestuário,3689.6,1222.5,0.22,0.19,2017-02-05
Camila Lima,Vestuário,886.23,3473.15,0.18,0.2,2017-02-05
Thiago Barbosa,Acessórios,1596.85,600.36,0.28,0.56,2017-02-05
Letícia Ribeiro,Acessórios,620.53,1463.7,0.66,0.4,2017-02-05
Enzo Nascimento,Casa,6241.73,2542.32,0.13,0.3,2017-02-05
Guilherme Santos,Casa,4499.49,1723.69,0.26,0.26,2017-02-05
Vitória Ribeiro,Brinquedo,2797.89,2700.66,0.21,0.23,2017-02-05
Julia Araújo,Esportes,852.4,3538.26,0.42,0.29,2017-02-05
Lucas Rodrigues,Esportes,3701.95,1471.74,0.47,0.29,2017-02-05
Thiago Carvalho,Esportes,3441.79,2793.62,0.2,0.38,2017-02-05
Mateus Barbosa,Eletrônicos,5676.5,3190.31,0.3,0.22,2017-02-05
Camila Carvalho,Casa,3310.43,2751.57,0.24,0.3,2017-02-05
Diego Cardoso,Vestuário,1408.31,1110.29,0.15,0.17,2017-02-05
Jorge Santos,Brinquedo,4970.48,1538.03,0.34,0.3,2017-02-05
Raphael Silva,Papelaria,1050.41,241.36,0.43,0.41,2017-02-05
Caroline Reis,Papelaria,932.43,396.38,0.49,0.36,2017-02-05
Letícia Nascimento,Eletrônicos,1420.34,3229.7,0.15,0.21,2017-02-06
Ana Sousa,Eletrônicos,3126.24,3330.08,0.2,0.22,2017-02-06
Gustavo Martins,Eletrônicos,1386.34,4441.6,0.26,0.18,2017-02-06
Beatriz Santos,Vestuário,121.0,2007.1,0.12,0.16,2017-02-06
Camila Lima,Vestuário,4170.33,3268.44,0.27,0.14,2017-02-06
Thiago Barbosa,Acessórios,1459.78,1418.81,0.64,0.42,2017-02-06
Letícia Ribeiro,Acessórios,1184.4,685.8,0.5,0.42,2017-02-06
Enzo Nascimento,Casa,7677.01,4388.94,0.14,0.32,2017-02-06
Guilherme Santos,Casa,6923.49,3582.99,0.34,0.26,2017-02-06
Vitória Ribeiro,Brinquedo,5362.6,1254.71,0.13,0.21,2017-02-06
Julia Araújo,Esportes,5886.14,1591.84,0.35,0.31,2017-02-06
Lucas Rodrigues,Esportes,6898.81,2223.42,0.23,0.3,2017-02-06
Thiago Carvalho,Esportes,5751.73,4032.83,0.42,0.3,2017-02-06
Mateus Barbosa,Eletrônicos,1882.27,1468.87,0.13,0.22,2017-02-06
